,Dataset,row,col,T2,T3,F1,N3,C1_clf,E3,E5,Model,Precision,Recall,Fbeta,Accuracy,complexity,Duration
61,agaricus_lepiota,8145,85,0.0104358502148557,0.0039287906691221,0.3863455761392753,0.0,0.9989480654443034,0.0,0.0,logistic_regression,1.0,1.0,1.0,1.0,0.0,2.578446521478541
62,agaricus_lepiota,8145,85,0.0104358502148557,0.0039287906691221,0.3863455761392753,0.0,0.9989480654443034,0.0,0.0,naive_bayes,0.9939540076036776,0.9943047130709904,0.9940997095691276,0.994106090373281,340.0,0.09244273456872679
63,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,decision_tree,0.6372655122655122,0.6185897435897436,0.591131907308378,0.62,9.0,0.04948531178867116
64,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,ebm,0.4860681114551083,0.4887820512820512,0.4572777884644871,0.48,88.0,3.9676387613894892
65,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,gosdt,0.5112781954887218,0.5096153846153846,0.4741086587436333,0.5,5.0,1.1928094368354947
66,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,igann,0.5212418300653594,0.5192307692307692,0.5064935064935066,0.52,0.0,94.95394526977165
67,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,knn,0.3854166666666666,0.3942307692307692,0.3842364532019705,0.4,0.0,0.03031163589627135
68,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,logistic_regression,0.4529220779220779,0.4567307692307691,0.4436599407949153,0.4599999999999999,0.0,1.5178935177185957
69,analcatdata_aids,50,10,0.2,0.08,0.8526216305234874,0.8,1.0,0.7530025839246812,0.8818052826867295,naive_bayes,0.4583333333333332,0.4599358974358974,0.4400177496527241,0.4599999999999999,40.0,0.052896974133510216
70,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,decision_tree,0.7529904306220097,0.7554347826086956,0.7537537537537538,0.7560975609756098,11.0,0.11912944971346388
71,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,ebm,0.7527265690965381,0.7524154589371981,0.7521071223198883,0.7560975609756098,84.0,2.706915941892886
72,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,gosdt,0.681827731092437,0.681159420289855,0.6795547846512715,0.6829268292682926,6.0,2.7568870058246686
73,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,igann,0.7524154589371981,0.7524154589371981,0.7524154589371981,0.7560975609756098,0.0,25.579303093985015
74,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,knn,0.784891246561727,0.786231884057971,0.7794330916282136,0.7804878048780488,0.0,0.09931251815721101
75,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,logistic_regression,0.7288302277432712,0.7306763285024155,0.7288416198599263,0.7317073170731707,0.0,0.8935009124232275
76,analcatdata_asbestos,83,4,0.0481927710843373,0.0481927710843373,0.6852661084998041,0.216867469879518,0.9915017866855546,0.40936079349417,0.4691109621068277,naive_bayes,0.7763480392156862,0.7723429951690821,0.7658181357649443,0.7682926829268293,16.0,0.0798887201384002
77,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,decision_tree,0.8657051282051282,0.858974358974359,0.8588311688311687,0.86,5.0,0.04488675968319762
78,analcatdata_bankruptcy,50,6,0.12,0.1,0.6407465377437683,0.12,1.0,0.2754887502163468,0.440148459228928,ebm,0.8194444444444444,0.7996794871794872,0.7967286198170755,0.8,160.5,3.520448556133345
